file_name,graph_label,total_nodes,total_edges,n_subject,n_fileobject,n_netflow,"E_('subject', 'events', 'fileobject')","E_('subject', 'events', 'netflow')","E_('subject', 'events', 'subject')","E_('fileobject', 'events', 'subject')","E_('netflow', 'events', 'subject')",window_id,start_ns,end_ns
ben__benign_000948.pt,0,12376,14567,716,11577,83,13341,124,870,142,90,benign_000948,1558082340000003733,1558082520000003733
ben__benign_000949.pt,0,2067,3263,484,1522,61,2427,88,528,124,96,benign_000949,1558083240000003738,1558083420000003738
ben__benign_000950.pt,0,1917,3035,465,1417,35,2293,39,453,160,90,benign_000950,1558084140000003743,1558084320000003743
ben__benign_000951.pt,0,1988,3171,534,1416,38,2338,44,559,140,90,benign_000951,1558085040000003748,1558085220000003748
ben__benign_000952.pt,0,12622,15233,1081,11340,201,13373,270,1315,171,104,benign_000952,1558085940000003753,1558086120000003753
ben__benign_000953.pt,0,5921,11019,2747,3130,44,5485,61,4570,805,98,benign_000953,1558086840000003758,1558087020000003758
ben__benign_000954.pt,0,2128,3585,544,1551,33,2674,40,627,154,90,benign_000954,1558087740000003763,1558087920000003763
ben__benign_000955.pt,0,1989,3197,467,1489,33,2413,38,507,149,90,benign_000955,1558088640000003768,1558088820000003768
ben__benign_000956.pt,0,18162,26763,4702,13388,72,17733,111,8341,483,95,benign_000956,1558089540000003773,1558089720000003773
ben__benign_000957.pt,0,1666,2668,416,1219,31,2026,40,399,112,91,benign_000957,1558090440000003778,1558090620000003778
ben__benign_000958.pt,0,4587,10145,805,3742,40,8581,57,1247,169,91,benign_000958,1558091340000003783,1558091520000003783
ben__benign_000959.pt,0,17009,33568,10746,6129,134,13191,233,18607,1434,103,benign_000959,1558092240000003788,1558092420000003788
ben__benign_000960.pt,0,20984,32094,2517,18397,70,28540,97,3028,339,90,benign_000960,1558093140000003793,1558093320000003793
ben__benign_000961.pt,0,4711,9983,649,4021,41,8941,54,758,140,90,benign_000961,1558094040000003798,1558094220000003798
ben__benign_000962.pt,0,5391,11388,1009,4346,36,9384,55,1609,253,87,benign_000962,1558094940000003803,1558095120000003803
ben__benign_000963.pt,0,4399,9715,720,3642,37,8307,51,1094,174,89,benign_000963,1558095840000003808,1558096020000003808
ben__benign_000964.pt,0,12919,14742,787,12057,75,13496,88,893,177,88,benign_000964,1558096740000003813,1558096920000003813
ben__benign_000965.pt,0,6129,11316,2946,3124,59,5666,90,4948,514,98,benign_000965,1558097640000003818,1558097820000003818
ben__benign_000966.pt,0,7987,14719,833,7106,48,13181,68,1103,278,89,benign_000966,1558099080000000005,1558099260000000005
ben__benign_000967.pt,0,10725,13996,530,10157,38,13277,46,477,108,88,benign_000967,1558100280000000004,1558100460000000004
ben__benign_000968.pt,0,8415,15080,1578,6711,126,12825,183,1749,235,88,benign_000968,1558101180000000009,1558101360000000009
ben__benign_000969.pt,0,4986,10938,701,4230,55,9903,70,745,132,88,benign_000969,1558101900000000013,1558102080000000013
ben__benign_000970.pt,0,6120,12207,982,5036,102,10464,121,1285,248,89,benign_000970,1558102800000000018,1558102980000000018
ben__benign_000971.pt,0,3938,6623,764,2843,331,5181,462,775,117,88,benign_000971,1558103700000000023,1558103880000000023
ben__benign_000972.pt,0,1754,3102,498,1225,31,2293,38,573,110,88,benign_000972,1558104600000000028,1558104780000000028
ben__benign_000973.pt,0,7159,15107,1409,5711,39,13507,57,1255,199,89,benign_000973,1558105500000000033,1558105680000000033
ben__benign_000974.pt,0,2117,3306,525,1556,36,2486,47,529,155,89,benign_000974,1558106400000000038,1558106580000000038
ben__benign_000975.pt,0,6801,15077,1660,5092,49,12814,69,1918,188,88,benign_000975,1558107300000000043,1558107480000000043
ben__benign_000976.pt,0,2138,3589,513,1591,34,2717,44,605,134,89,benign_000976,1558108200000000048,1558108380000000048
ben__benign_000977.pt,0,2050,3431,474,1541,35,2664,42,509,127,89,benign_000977,1558109100000000053,1558109280000000053
ben__benign_000978.pt,0,2238,3864,715,1438,85,2522,130,959,164,89,benign_000978,1558110000000000058,1558110180000000058
ben__benign_000979.pt,0,1988,3284,519,1438,31,2476,38,564,116,90,benign_000979,1558110900000000063,1558111080000000063
ben__benign_000980.pt,0,1963,3395,545,1383,35,2480,47,660,120,88,benign_000980,1558111800000000068,1558111980000000068
ben__benign_000981.pt,0,2552,4029,722,1796,34,3087,46,675,132,89,benign_000981,1558112700000000073,1558112880000000073
ben__benign_000982.pt,0,13843,27847,2228,11544,71,23753,132,3605,267,90,benign_000982,1558113600000000078,1558113780000000078
ben__benign_000983.pt,0,2259,3716,674,1551,34,2727,42,727,131,89,benign_000983,1558114500000000083,1558114680000000083
ben__benign_000984.pt,0,2156,3543,501,1625,30,2705,40,584,124,90,benign_000984,1558115400000000088,1558115580000000088
ben__benign_000985.pt,0,6554,15699,563,5949,42,14676,61,733,141,88,benign_000985,1558116300000000093,1558116480000000093
ben__benign_000986.pt,0,1633,2834,490,1096,47,2045,68,525,106,90,benign_000986,1558117200000000098,1558117380000000098
ben__benign_000987.pt,0,2918,4872,739,2146,33,3729,48,881,125,89,benign_000987,1558118100000000103,1558118280000000103
ben__benign_000988.pt,0,4511,8050,1822,2308,381,4067,466,3111,311,95,benign_000988,1558119000000000108,1558119180000000108
ben__benign_000989.pt,0,1945,3301,507,1401,37,2559,44,503,106,89,benign_000989,1558119900000000113,1558120080000000113
ben__benign_000990.pt,0,2057,3321,519,1484,54,2441,69,585,135,91,benign_000990,1558120800000000118,1558120980000000118
ben__benign_000991.pt,0,1774,3027,460,1274,40,2328,46,465,100,88,benign_000991,1558121700000000123,1558121880000000123
ben__benign_000992.pt,0,3861,6260,1115,2702,44,4737,62,1098,274,89,benign_000992,1558122600000000128,1558122780000000128
ben__benign_000993.pt,0,7367,13889,2254,5077,36,11392,51,2103,255,88,benign_000993,1558123500000000133,1558123680000000133
ben__benign_000994.pt,0,2691,4390,709,1910,72,3258,86,744,212,90,benign_000994,1558124400000000138,1558124580000000138
ben__benign_000995.pt,0,7345,14683,2032,5262,51,12303,76,1911,298,95,benign_000995,1558125300000000143,1558125480000000143
ben__benign_000996.pt,0,1923,3268,553,1318,52,2374,57,596,153,88,benign_000996,1558126200000000148,1558126380000000148
ben__benign_000997.pt,0,4419,9726,567,3795,57,8640,102,745,149,90,benign_000997,1558127100000000153,1558127280000000153
ben__benign_000998.pt,0,1500,2648,379,1091,30,2021,35,401,102,89,benign_000998,1558128000000000158,1558128180000000158
ben__benign_000999.pt,0,1443,2525,343,1072,28,1917,29,376,114,89,benign_000999,1558128900000000163,1558129080000000163
mal__e5-2019-05-09-marple1-drakon-1357-part-1.pt,1,27574,49318,4455,22879,240,40994,468,6155,1669,32,e5-2019-05-09-marple1-drakon-1357-part-1,1557410220000000000,1557410400000000000
mal__e5-2019-05-09-marple1-drakon-1401-part-2.pt,1,30689,45644,5980,24466,243,33312,356,8311,3632,33,e5-2019-05-09-marple1-drakon-1401-part-2,1557410460000000000,1557410580000000000
mal__e5-2019-05-17-marple1-firefox-dns-drakon-1300-part-1.pt,1,1305,1970,347,931,27,1472,34,306,99,59,e5-2019-05-17-marple1-firefox-dns-drakon-1300-part-1,1558098000000000000,1558098120000000000
mal__e5-2019-05-17-marple1-firefox-dns-drakon-1304-part-2.pt,1,1275,1908,321,930,24,1453,28,284,84,59,e5-2019-05-17-marple1-firefox-dns-drakon-1304-part-2,1558098240000000000,1558098360000000000
mal__e5-2019-05-17-marple1-firefox-dns-drakon-1326.pt,1,2150,3548,580,1546,24,2785,27,523,124,89,e5-2019-05-17-marple1-firefox-dns-drakon-1326,1558099560000000000,1558099740000000000
